N_CHEQUE;BENEFICIARIO;CUIT;FECHA_EMISION;FECHA_VENCIMIENTO;IMPORTE;ESTADO;MATCH_PLANILLA;OP_NUMERO;MODO_IMPUTACION;A_VENCER;MES_VENC;IMP_OSPEVIC;IMP_OSPIF;IMP_OSPLYFC;IMP_OSSURRBAC;IMP_OSPM;IMP_SIN_ASIGNACION
00000497;CAMARA DE ENTIDADES DE SALUD;30715649159;27/03/2026;30/06/2026;7720111,71;Aceptado;SI;;ESTRICTO;SI;2026-06;7148466,300864988;238737,36487465992;327828,57356997585;0,0;5079,470690376126;0,0
00000513;ESTIX SAS;30717147835;27/03/2026;30/04/2026;478647,56;Depósito en proceso;SI;;ESTRICTO;SI;2026-04;206921,37107064718;0,0;271726,18892935285;0,0;0,0;0,0
00000533;ROENTGEN SA;30642081183;27/03/2026;30/04/2026;479354,2;Pagado;SI;;ESTRICTO;NO;2026-04;234767,64324332713;238361,30234009592;6225,254416576926;0,0;0,0;0,0
00000504;CLINICA PRIVADA INTEGRAL DE PSIQUIATRIA;30608875227;27/03/2026;30/04/2026;378314,21;Depósito en proceso;SI;;ESTRICTO;SI;2026-04;281520,38372998114;38142,58587622165;6339,130280234969;32567,38701654082;19744,723097021437;0,0
00000522;IMAGENES MEDICAS SRL;30689768861;27/03/2026;31/05/2026;548349,65;Emitido;SI;;ESTRICTO;SI;2026-05;540638,8676313955;1468,7987357537083;0,0;6241,983632850882;0,0;0,0
00000503;CLINICA PRIVADA DE LA CIUDAD SRL;30660567840;27/03/2026;31/05/2026;560990,24;Aceptado;SI;;ESTRICTO;SI;2026-05;441115,61150778277;12882,375776356821;101168,14095216338;5824,111763697021;0,0;0,0
00000505;CLINICA PRIVADA INTEGRAL DE PSIQUIATRIA;30608875227;27/03/2026;31/05/2026;378314,21;Emitido;SI;;ESTRICTO;SI;2026-05;281520,38372998114;38142,58587622165;6339,130280234969;32567,38701654082;19744,723097021437;0,0
00000515;FUNDACION CENTRO PREVENCION Y;30714398454;27/03/2026;31/05/2026;600000,0;Aceptado;SI;;ESTRICTO;SI;2026-05;600000,0;0,0;0,0;0,0;0,0;0,0
00000532;RESONANCIA MAGNETI;30694300487;27/03/2026;30/04/2026;614529,46;Pagado;SI;;ESTRICTO;NO;2026-04;540407,1854836995;25470,13421402229;12609,352193305995;36042,78810897218;0,0;0,0
00000501;CIRC P REHABILIT S MARTIN;30674856756;27/03/2026;30/04/2026;620000,0;Anulado;SI;;ESTRICTO;NO;2026-04;0,0;620000,0;0,0;0,0;0,0;0,0
00000496;CAMARA DE ENTIDADES DE SALUD;30715649159;27/03/2026;31/05/2026;7720111,7;Aceptado;SI;;ESTRICTO;SI;2026-05;7148466,291605451;238737,3645654191;327828,57314533356;0,0;5079,470683796596;0,0
00000538;SANATORIO PRIVADO GATTI S.R.L;33680935349;27/03/2026;30/04/2026;377356,66;Repudiado;SI;;ESTRICTO;NO;2026-04;360145,38740019855;0,0;17211,2725998014;0,0;0,0;0,0
00000506;CLINICA PRIVADA JESUS MARIA DR. A.VIALE;30546133865;27/03/2026;30/04/2026;360759,18;Pagado;SI;;ESTRICTO;NO;2026-04;290082,73177638266;70676,44822361738;0,0;0,0;0,0;0,0
00000542;UNIDAD DIGESTIVA BAISTROCCHI S.R.L.;30711999074;27/03/2026;31/05/2026;852571,4;Aceptado;SI;;ESTRICTO;SI;2026-05;631412,7637019651;144093,10856899788;27847,207498727676;49218,320230309386;0,0;0,0
00000539;SCM MEDICAS SA;30715227696;27/03/2026;30/04/2026;292844,4;Pagado;SI;;ESTRICTO;NO;2026-04;206738,54622290784;86105,8537770922;0,0;0,0;0,0;0,0
00000536;SANATORIO DEL SALVADOR PRIVADO SA;30689767946;27/03/2026;30/06/2026;5518831,74;Emitido;SI;;ESTRICTO;SI;2026-06;2202946,2721300237;2725899,631962395;0,0;0,0;589985,8359075816;0,0
00000527;OMED MEDICINA PRIVADA SRL;30716361833;27/03/2026;30/04/2026;270031,96;Aceptado;SI;1-8149;OP;SI;2026-04;0,0;270031,96;0,0;0,0;0,0;0,0
00000494;ASOCIACION PRESTADORES DE HEMODIALISIS Y;30644610256;27/03/2026;30/04/2026;13476567,0;Pagado;SI;;ESTRICTO;NO;2026-04;10380455,626458794;3096111,3735412066;0,0;0,0;0,0;0,0
00000524;INSTITUTO PRIVADO DE NEONATOLOGIA Y PEDI;30659560093;27/03/2026;31/05/2026;4903920,07;Aceptado;SI;;ESTRICTO;SI;2026-05;4379091,174204996;415630,9110090823;109197,98478592161;0,0;0,0;0,0
00000511;ECCO SA;30602764032;27/03/2026;30/06/2026;3526727,31;Aceptado;SI;;ESTRICTO;SI;2026-06;3526727,31;0,0;0,0;0,0;0,0;0,0
00000544;INDUSMED SAS;30717880125;27/03/2026;31/05/2026;2836000,0;Aceptado;SI;1-8165;OP;SI;2026-05;2836000,0;0,0;0,0;0,0;0,0;0,0
00000545;INDUSMED SAS;30717880125;27/03/2026;30/06/2026;2836000,0;Aceptado;SI;;ESTRICTO;SI;2026-06;2836000,0;0,0;0,0;0,0;0,0;0,0
00000530;PARQUE SALUD S.A;30677558888;27/03/2026;30/04/2026;100200,0;Depósito en proceso;SI;;ESTRICTO;SI;2026-04;100200,0;0,0;0,0;0,0;0,0;0,0
00000526;NEUROTEAM S.A.S.;30716824809;27/03/2026;30/06/2026;2360297,45;Aceptado;SI;;ESTRICTO;SI;2026-06;2360297,45;0,0;0,0;0,0;0,0;0,0
00000525;NEUROTEAM S.A.S.;30716824809;27/03/2026;31/05/2026;2360297,44;Aceptado;SI;;ESTRICTO;SI;2026-05;2360297,44;0,0;0,0;0,0;0,0;0,0
00000519;COSEME SA;30680565224;27/03/2026;30/06/2026;2328893,45;Aceptado;SI;;ESTRICTO;SI;2026-06;1024563,94728891;1300614,2611931425;0,0;3715,241517947615;0,0;0,0
00000520;COSEME SA;30680565224;27/03/2026;31/07/2026;2328893,45;Aceptado;SI;;ESTRICTO;SI;2026-07;1024563,94728891;1300614,2611931425;0,0;3715,241517947615;0,0;0,0
00000493;ASOCIACION DE CLINICAS DEL NORTE PAMI;30678724447;27/03/2026;30/04/2026;17575738,76;Pagado;SI;;ESTRICTO;NO;2026-04;15975411,281284396;1328488,7749219653;153434,89921233497;118403,80458130469;0,0;0,0
00000514;FEDERACION DE BIOQUIMICOS DE LA PCIA DE;33577427009;27/03/2026;31/05/2026;2111952,5;Aceptado;SI;;ESTRICTO;SI;2026-05;1480642,5790661944;631309,9209338055;0,0;0,0;0,0;0,0
00000529;PABLO GABRIEL MIGLIERINI;20253634872;27/03/2026;31/07/2026;4275500,0;Aceptado;NO;;FUERA;SI;2026-07;0,0;0,0;0,0;0,0;0,0;4275500,0
00000534;SALUD INTEGRAL S A;30708890223;27/03/2026;10/04/2026;182077,94;Pagado;SI;;ESTRICTO;NO;2026-04;9650,180758309736;0,0;158225,39937653622;14202,359865154054;0,0;0,0
00000516;FUNDACION FECUNDART;30709242195;27/03/2026;31/05/2026;202474,6;Aceptado;SI;;ESTRICTO;SI;2026-05;202474,6;0,0;0,0;0,0;0,0;0,0
00000528;PABLO GABRIEL MIGLIERINI;20253634872;27/03/2026;30/06/2026;4275500,01;Aceptado;NO;;FUERA;SI;2026-06;0,0;0,0;0,0;0,0;0,0;4275500,01
00000492;AMPARAR S.R.L.;30708686499;27/03/2026;31/07/2026;1841757,56;Aceptado;SI;;ESTRICTO;SI;2026-07;557893,6328899337;947033,649587144;237249,02692253373;99581,25060038871;0,0;0,0
00000502;CLINICA PRIVADA COAT SRL;30682285431;27/03/2026;30/04/2026;180700,0;Aceptado;SI;;ESTRICTO;SI;2026-04;119638,92629264548;60941,76253124887;119,31117610565971;0,0;0,0;0,0
00000512;EL JUNCO SERVICIOS SOCIALES S.A.;30708910208;27/03/2026;10/04/2026;443220,0;Pagado;SI;;ESTRICTO;NO;2026-04;203557,34144282044;92010,7734252546;138740,43007863153;8911,455053293424;0,0;0,0
00000491;AMPARAR S.R.L.;30708686499;27/03/2026;30/06/2026;1841757,56;Aceptado;SI;;ESTRICTO;SI;2026-06;557893,6328899337;947033,649587144;237249,02692253373;99581,25060038871;0,0;0,0
00000535;SAN FRANCISCO SALUD - CONSORCIO DE COOPE;30709956880;27/03/2026;30/04/2026;4656155,82;Pagado;SI;;ESTRICTO;NO;2026-04;3396776,1827672836;1255540,4928827637;0,0;0,0;3839,1443499530096;0,0
00000531;POLICLINICO PRIVADO SAN LUCAS SA;30580553040;27/03/2026;10/04/2026;1448278,77;Pagado;SI;;ESTRICTO;NO;2026-04;1392316,0759031519;6583,120043932527;49379,57405291559;0,0;0,0;0,0
00000495;ASOCIACION PRESTADORES DE HEMODIALISIS Y;30644610256;27/03/2026;31/05/2026;13476567,0;Emitido;SI;;ESTRICTO;SI;2026-05;10380455,626458794;3096111,3735412066;0,0;0,0;0,0;0,0
00000521;GRUPO OPTICO S.A.;30709290866;27/03/2026;31/05/2026;257664,0;Aceptado;SI;1-8145;OP;SI;2026-05;217368,0;16128,0;24168,0;0,0;0,0;0,0
00000523;INSTITUTO PRIVADO DE NEONATOLOGIA Y PEDI;30659560093;27/03/2026;30/04/2026;4903920,06;Pagado;SI;;ESTRICTO;NO;2026-04;4379091,165275219;415630,9101615339;109197,9845632467;0,0;0,0;0,0
00000547;INSTITUTO CONCI CARPINELLA SRL;30589770842;30/03/2026;30/06/2026;6530015,59;Aceptado;SI;;ESTRICTO;SI;2026-06;2764000,386105014;1515784,3224228825;1978282,5663660984;271948,31510600424;0,0;0,0
00000546;INSTITUTO CONCI CARPINELLA SRL;30589770842;30/03/2026;31/05/2026;6530015,59;Aceptado;SI;;ESTRICTO;SI;2026-05;2764000,386105014;1515784,3224228825;1978282,5663660984;271948,31510600424;0,0;0,0
00000550;CIPREM S.R.L.;30637580961;30/03/2026;31/07/2026;6931224,11;Emitido;SI;1-8227;OP;SI;2026-07;5376965,997581822;0,0;1554258,1124181787;0,0;0,0;0,0
00000548;CIPREM S.R.L.;30637580961;30/03/2026;31/05/2026;6931224,1;Aceptado;SI;1-8227;OP;SI;2026-05;5376965,989824222;0,0;1554258,110175778;0,0;0,0;0,0
00000549;CIPREM S.R.L.;30637580961;30/03/2026;30/06/2026;6931224,1;Emitido;SI;;ESTRICTO;SI;2026-06;6347912,725681837;0,0;583311,3743181622;0,0;0,0;0,0
00000551;SOP SRL;30681218285;06/04/2026;20/04/2026;6588402,0;Pagado;SI;;ESTRICTO;NO;2026-04;2614295,201582001;3974106,798417999;0,0;0,0;0,0;0,0
00000552;DORAR SA;30712283056;06/04/2026;30/04/2026;2180000,0;Depósito en proceso;NO;1-8239;OP;SI;2026-04;0,0;0,0;0,0;0,0;0,0;2180000,0
00000558;SOCIEDAD DE BENEFICENCIA HOSPITAL ITALIA;30545894528;08/04/2026;31/05/2026;4565822,21;Aceptado;SI;;ESTRICTO;SI;2026-05;2814040,596331748;1750035,3538245633;1746,2598436889443;0,0;0,0;0,0
00000559;SOCIEDAD DE BENEFICENCIA HOSPITAL ITALIA;30545894528;08/04/2026;30/06/2026;4565822,22;Aceptado;SI;;ESTRICTO;SI;2026-06;2814040,6024950203;1750035,3576574663;1746,2598475135783;0,0;0,0;0,0
00000553;CIRC P REHABILIT S MARTIN;30674856756;08/04/2026;08/04/2026;620000,0;Pagado;SI;;ESTRICTO;NO;2026-04;0,0;620000,0;0,0;0,0;0,0;0,0
00000557;SERVICIOS MEDICOS SRL;30645189988;08/04/2026;25/06/2026;7114078,95;Aceptado;SI;;ESTRICTO;SI;2026-06;6854416,309950811;137691,39551909667;0,0;121971,24453009291;0,0;0,0
00000556;SERVICIOS MEDICOS SRL;30645189988;08/04/2026;25/05/2026;12959975,8;Aceptado;SI;;ESTRICTO;SI;2026-05;12486938,945214799;250837,4121706537;0,0;222199,44261454768;0,0;0,0
00000554;ASOC MEDICA DEL DPTO SAN MARTI;30557695768;08/04/2026;10/04/2026;21399424,78;Pagado;SI;;ESTRICTO;NO;2026-04;0,0;21399424,78;0,0;0,0;0,0;0,0
00000555;SERVICIOS MEDICOS SRL;30645189988;08/04/2026;30/04/2026;5635191,95;Pagado;SI;;ESTRICTO;NO;2026-04;5429508,427339496;109067,87077664911;0,0;96615,65188385507;0,0;0,0
00000560;SOCIEDAD DE BENEFICENCIA HOSPITAL ITALIA;30545894528;08/04/2026;31/07/2026;4565822,22;Aceptado;SI;;ESTRICTO;SI;2026-07;2814040,6024950203;1750035,3576574663;1746,2598475135783;0,0;0,0;0,0
00000561;PAULA BEATRIZ ARROYO;27232993273;15/04/2026;06/05/2026;1036966,1;Depósito en proceso;NO;;FUERA;SI;2026-05;0,0;0,0;0,0;0,0;0,0;1036966,1
00000562;SINEC SA;30711150591;20/04/2026;03/07/2026;5000000,0;Aceptado;NO;;FUERA;SI;2026-07;0,0;0,0;0,0;0,0;0,0;5000000,0
00000567;SINEC SA;30711150591;20/04/2026;25/07/2026;5000000,0;Aceptado;NO;;FUERA;SI;2026-07;0,0;0,0;0,0;0,0;0,0;5000000,0
00000564;SINEC SA;30711150591;20/04/2026;15/07/2026;5000000,0;Aceptado;NO;;FUERA;SI;2026-07;0,0;0,0;0,0;0,0;0,0;5000000,0
00000563;SINEC SA;30711150591;20/04/2026;09/07/2026;5000000,0;Aceptado;NO;;FUERA;SI;2026-07;0,0;0,0;0,0;0,0;0,0;5000000,0
00000566;SINEC SA;30711150591;20/04/2026;22/07/2026;5000000,0;Aceptado;NO;;FUERA;SI;2026-07;0,0;0,0;0,0;0,0;0,0;5000000,0
00000565;SINEC SA;30711150591;20/04/2026;18/07/2026;5000000,0;Aceptado;NO;;FUERA;SI;2026-07;0,0;0,0;0,0;0,0;0,0;5000000,0
00000572;ASOCIACION PRESTADORES DE HEMODIALISIS Y;30644610256;23/04/2026;30/06/2026;15719908,0;Emitido;SI;;ESTRICTO;SI;2026-06;12108410,65428715;3611497,345712851;0,0;0,0;0,0;0,0
00000597;GRUPO OPTICO S.A.;30709290866;23/04/2026;30/06/2026;248326,92;Aceptado;SI;;ESTRICTO;SI;2026-06;183457,51313252765;49930,21969323259;14939,187174239773;0,0;0,0;0,0
00000610;SAN FRANCISCO SALUD - CONSORCIO DE COOPE;30709956880;23/04/2026;31/05/2026;14769163,69;Aceptado;SI;;ESTRICTO;SI;2026-05;10774455,452305581;3982530,6058612135;0,0;0,0;12177,63183320498;0,0
00000595;FUNDACION FECUNDART;30709242195;23/04/2026;30/06/2026;216159,6;Aceptado;SI;;ESTRICTO;SI;2026-06;216159,6;0,0;0,0;0,0;0,0;0,0
00000580;CLINICA MEDITERRANEA SALUD SA;30708069791;23/04/2026;10/05/2026;119641,16;Emitido;SI;;ESTRICTO;SI;2026-05;66792,44249748117;52848,717502518826;0,0;0,0;0,0;0,0
00000573;CAMARA DE ENTIDADES DE SALUD;30715649159;23/04/2026;30/06/2026;10245241,98;Aceptado;SI;;ESTRICTO;SI;2026-06;9486620,115013503;316824,6995234792;435056,2777261464;0,0;6740,887736872019;0,0
00000574;CAMARA DE ENTIDADES DE SALUD;30715649159;23/04/2026;31/07/2026;10245241,99;Aceptado;SI;;ESTRICTO;SI;2026-07;9486620,12427304;316824,69983272004;435056,2781507886;0,0;6740,887743451549;0,0
00000575;CE MO SA;30714353493;23/04/2026;30/06/2026;153629,29;Emitido;SI;;ESTRICTO;SI;2026-06;148308,28771736333;1949,0053387178043;3299,961507695207;72,03543622366605;0,0;0,0
00000606;POLICLINICO PRIVADO SAN LUCAS SA;30580553040;23/04/2026;10/05/2026;308708,67;Emitido;SI;;ESTRICTO;SI;2026-05;296779,91068783053;1403,2286292595118;10525,530682909948;0,0;0,0;0,0
00000588;COLEGIO MEDICO DE OLIVA;30552575292;23/04/2026;05/05/2026;198776,8;Emitido;SI;;ESTRICTO;SI;2026-05;0,0;198776,8;0,0;0,0;0,0;0,0
00000614;SCM MEDICAS SA;30715227696;23/04/2026;31/05/2026;357318,6;Emitido;SI;;ESTRICTO;SI;2026-05;252255,21779622455;105063,38220377541;0,0;0,0;0,0;0,0
00000581;CLINICA PRIVADA COAT SRL;30682285431;23/04/2026;31/05/2026;263875,6;Aceptado;SI;;ESTRICTO;SI;2026-05;174708,32019273713;88993,05009956178;174,22970770108807;0,0;0,0;0,0
00000590;COSEME SA;30680565224;23/04/2026;30/06/2026;288296,84;Emitido;SI;;ESTRICTO;SI;2026-06;126832,1435578426;161004,7817176512;0,0;459,9147245062245;0,0;0,0
00000586;CLINICA PRIVADA JESUS MARIA DR. A.VIALE;30546133865;23/04/2026;31/05/2026;362211,36;Aceptado;SI;;ESTRICTO;SI;2026-05;291250,4147205312;70960,9452794688;0,0;0,0;0,0;0,0
00000571;ASOCIACION PRESTADORES DE HEMODIALISIS Y;30644610256;23/04/2026;31/05/2026;15719908,0;Emitido;SI;;ESTRICTO;SI;2026-05;12108410,65428715;3611497,345712851;0,0;0,0;0,0;0,0
00000605;PARQUE SALUD S.A;30677558888;23/04/2026;31/05/2026;167000,0;Emitido;SI;;ESTRICTO;SI;2026-05;167000,0;0,0;0,0;0,0;0,0;0,0
00000615;SOLBO SAS;30716784386;23/04/2026;30/06/2026;835406,58;Aceptado;SI;;ESTRICTO;SI;2026-06;500448,9171365966;300958,4441606825;17664,115973428983;3784,556073022013;12550,546656269826;0,0
00000583;CLINICA PRIVADA DEL SOL SA;30615571454;23/04/2026;31/05/2026;2690625,11;Aceptado;SI;;ESTRICTO;SI;2026-05;2285290,8748714305;91204,62440196633;314129,61072660313;0,0;0,0;0,0
00000602;NEUROTEAM S.A.S.;30716824809;23/04/2026;31/07/2026;2000000,0;Aceptado;SI;;ESTRICTO;SI;2026-07;2000000,0;0,0;0,0;0,0;0,0;0,0
00000584;CLINICA PRIVADA INTEGRAL DE PSIQUIATRIA;30608875227;23/04/2026;30/06/2026;2094649,95;Emitido;SI;;ESTRICTO;SI;2026-06;1558721,9356734862;211187,8525485426;35098,493721760184;180319,09397700886;109322,57407920204;0,0
00000585;CLINICA PRIVADA INTEGRAL DE PSIQUIATRIA;30608875227;23/04/2026;31/07/2026;2094649,95;Emitido;SI;;ESTRICTO;SI;2026-07;1558721,9356734862;211187,8525485426;35098,493721760184;180319,09397700886;109322,57407920204;0,0
00000601;NEUROTEAM S.A.S.;30716824809;23/04/2026;30/06/2026;2000000,0;Aceptado;SI;;ESTRICTO;SI;2026-06;2000000,0;0,0;0,0;0,0;0,0;0,0
00000596;GPAL BIOQUIMICA CLINICA SAS;30716142015;23/04/2026;31/07/2026;1867204,6;Aceptado;SI;;ESTRICTO;SI;2026-07;259328,11704480156;822227,2262668901;507454,86734745477;278194,3893408537;0,0;0,0
00000593;ECCO SA;30602764032;23/04/2026;30/06/2026;1800000,0;Aceptado;SI;;ESTRICTO;SI;2026-06;1800000,0;0,0;0,0;0,0;0,0;0,0
00000599;INSTITUTO PRIVADO DE RADIOTERAPIA;30606141579;23/04/2026;31/05/2026;2120411,7;Aceptado;SI;;ESTRICTO;SI;2026-05;0,0;1086064,5292682927;1034347,1707317074;0,0;0,0;0,0
00000600;INSTITUTO PRIVADO DE RADIOTERAPIA;30606141579;23/04/2026;30/06/2026;2120411,7;Aceptado;SI;;ESTRICTO;SI;2026-06;0,0;1086064,5292682927;1034347,1707317074;0,0;0,0;0,0
00000612;SANATORIO DEL SALVADOR PRIVADO SA;30689767946;23/04/2026;31/08/2026;2168249,46;Emitido;SI;;ESTRICTO;SI;2026-08;865497,8607764071;1070956,8045313628;0,0;0,0;231794,79469223;0,0
00000611;SANATORIO DEL SALVADOR PRIVADO SA;30689767946;23/04/2026;31/07/2026;2168249,46;Emitido;SI;;ESTRICTO;SI;2026-07;865497,8607764071;1070956,8045313628;0,0;0,0;231794,79469223;0,0
00000598;INSTITUTO PRIVADO DE NEONATOLOGIA Y PEDI;30659560093;23/04/2026;31/05/2026;1111025,04;Aceptado;SI;;ESTRICTO;SI;2026-05;992120,5642702803;94164,7381967019;24739,73753301773;0,0;0,0;0,0
00000570;ASOCIACION DE CLINICAS DEL NORTE PAMI;30678724447;23/04/2026;31/05/2026;5610779,93;Emitido;SI;;ESTRICTO;SI;2026-05;5099900,391926744;424099,28011256177;48981,69373235164;37798,56422834236;0,0;0,0
00000578;CIRCULO MEDICO REG RIO III;30566278207;23/04/2026;31/05/2026;2629719,29;Aceptado;SI;;ESTRICTO;SI;2026-05;1978112,6258831464;37021,95473555522;595906,4175720438;0,0;18678,291809254584;0,0
00000579;CLINICA PRIVADA DE ESPECIALIDADES DE VIL;30645574326;23/04/2026;10/05/2026;2676919,09;Aceptado;SI;;ESTRICTO;SI;2026-05;0,0;2676919,09;0,0;0,0;0,0;0,0
00000604;PABLO GABRIEL MIGLIERINI;20253634872;23/04/2026;31/08/2026;4275500,01;Aceptado;NO;;FUERA;SI;2026-08;0,0;0,0;0,0;0,0;0,0;4275500,01
00000603;PABLO GABRIEL MIGLIERINI;20253634872;23/04/2026;31/07/2026;4275500,0;Aceptado;NO;;FUERA;SI;2026-07;0,0;0,0;0,0;0,0;0,0;4275500,0
00000616;UNIDAD DIGESTIVA BAISTROCCHI S.R.L.;30711999074;23/04/2026;30/06/2026;793849,8;Aceptado;SI;;ESTRICTO;SI;2026-06;587923,6579860083;134168,56983342068;25929,206754323997;45828,365426247066;0,0;0,0
00000613;SANATORIO MORRA SA;30545879138;23/04/2026;31/05/2026;786281,89;Aceptado;SI;;ESTRICTO;SI;2026-05;228813,27078189707;18111,93296191992;0,0;0,0;539356,6862561831;0,0
00000607;PROMET S.R.L.;30708276878;23/04/2026;31/07/2026;2697044,27;Emitido;SI;;ESTRICTO;SI;2026-07;1523851,8451725708;0,0;1015979,2748942698;157213,14993315935;0,0;0,0
00000592;DE LA VILLA SERVICIOS ASISTENCIALES S.A;30623442566;23/04/2026;31/07/2026;758262,56;Aceptado;SI;;ESTRICTO;SI;2026-07;22038,260211083205;619457,4787742445;63710,74720623325;53056,07380843914;0,0;0,0
00000589;COLEGIO MEDICO REGIONAL ARROYITO;30555217419;23/04/2026;31/05/2026;2796015,68;Aceptado;SI;;ESTRICTO;SI;2026-05;73844,24331171575;2706493,6282145195;0,0;0,0;15677,808473765146;0,0
00000591;DE LA VILLA SERVICIOS ASISTENCIALES S.A;30623442566;23/04/2026;30/06/2026;758262,55;Aceptado;SI;;ESTRICTO;SI;2026-06;22038,259920441662;619457,470604812;63710,74636601311;53056,07310873331;0,0;0,0
00000582;CLINICA PRIVADA DE LA CIUDAD SRL;30660567840;23/04/2026;30/06/2026;629368,64;Aceptado;SI;;ESTRICTO;SI;2026-06;494882,6426952127;14452,592477071681;113499,39935210168;6534,005475613972;0,0;0,0
00000587;COLEGIO MED REG DEL SUR DE CBA;30553588266;23/04/2026;05/05/2026;574933,59;Depósito en proceso;SI;;ESTRICTO;SI;2026-05;0,0;574933,59;0,0;0,0;0,0;0,0
00000577;CIRC P REHABILIT S MARTIN;30674856756;23/04/2026;10/05/2026;542500,0;Aceptado;SI;;ESTRICTO;SI;2026-05;0,0;542500,0;0,0;0,0;0,0;0,0
00000568;AMPARAR S.R.L.;30708686499;23/04/2026;31/07/2026;3141965,86;Aceptado;SI;;ESTRICTO;SI;2026-07;951744,5651487075;1615602,1074098423;404737,4959106028;169881,6915308472;0,0;0,0
00000609;RESONANCIA MAGNETI;30694300487;23/04/2026;31/05/2026;525255,26;Aceptado;SI;;ESTRICTO;SI;2026-05;461900,9098719349;21770,025425341162;10777,560712429491;30806,763990294447;0,0;0,0
00000576;CIDI SA;30715190253;23/04/2026;31/05/2026;524038,84;Aceptado;SI;;ESTRICTO;SI;2026-05;420909,047447682;16478,280725010725;42124,96938832816;44526,54243897912;0,0;0,0
00000569;AMPARAR S.R.L.;30708686499;23/04/2026;31/08/2026;3141965,87;Aceptado;SI;;ESTRICTO;SI;2026-08;951744,5681778447;1615602,1125518528;404737,49719876924;169881,6920715332;0,0;0,0
00000594;EL JUNCO SERVICIOS SOCIALES S.A.;30708910208;23/04/2026;10/05/2026;498042,0;Aceptado;SI;;ESTRICTO;SI;2026-05;228735,40329151475;103391,61052809136;155901,2708750097;10013,715305384152;0,0;0,0
00000608;PROMET S.R.L.;30708276878;23/04/2026;31/08/2026;2697044,27;Emitido;SI;;ESTRICTO;SI;2026-08;1523851,8451725708;0,0;1015979,2748942698;157213,14993315935;0,0;0,0
00000618;INSTITUTO CONCI CARPINELLA SRL;30589770842;28/04/2026;31/07/2026;7187461,15;Aceptado;SI;;ESTRICTO;SI;2026-07;3042281,4647085383;1668394,3214281888;2177457,1428670404;299328,2209962325;0,0;0,0
00000631;FEDERACION DE BIOQUIMICOS DE LA PCIA DE;33577427009;28/04/2026;30/06/2026;1527538,0;Aceptado;SI;;ESTRICTO;SI;2026-06;1070922,6670304453;456615,3329695547;0,0;0,0;0,0;0,0
00000619;CLINICA PRIVADA CARAFFA SRL;30596272165;28/04/2026;20/05/2026;457306,48;Aceptado;SI;;ESTRICTO;SI;2026-05;430042,3998735041;27264,080126495835;0,0;0,0;0,0;0,0
00000623;GESTSAL S.R.L.;30712198709;28/04/2026;23/06/2026;1327760,0;Aceptado;NO;;FUERA;SI;2026-06;0,0;0,0;0,0;0,0;0,0;1327760,0
00000624;GESTSAL S.R.L.;30712198709;28/04/2026;23/07/2026;1327760,0;Aceptado;NO;;FUERA;SI;2026-07;0,0;0,0;0,0;0,0;0,0;1327760,0
00000622;GESTSAL S.R.L.;30712198709;28/04/2026;25/05/2026;1327760,0;Aceptado;NO;;FUERA;SI;2026-05;0,0;0,0;0,0;0,0;0,0;1327760,0
00000629;CIPREM S.R.L.;30637580961;28/04/2026;31/07/2026;5874920,12;Emitido;SI;;ESTRICTO;SI;2026-07;5380504,172720699;0,0;494415,9472793013;0,0;0,0;0,0
00000621;IMAGENES MEDICAS SRL;30689768861;28/04/2026;31/05/2026;317480,52;Emitido;SI;;ESTRICTO;SI;2026-05;313016,17285216943;850,3971624718461;0,0;3613,949985358771;0,0;0,0
00000628;CIPREM S.R.L.;30637580961;28/04/2026;30/06/2026;5874920,12;Emitido;SI;;ESTRICTO;SI;2026-06;5380504,172720699;0,0;494415,9472793013;0,0;0,0;0,0
00000630;CIPREM S.R.L.;30637580961;28/04/2026;31/08/2026;5874920,13;Emitido;SI;;ESTRICTO;SI;2026-08;5380504,181879127;0,0;494415,9481208718;0,0;0,0;0,0
00000620;CLINICA PRIVADA CARAFFA SRL;30596272165;28/04/2026;30/04/2026;366051,84;Pagado;SI;;ESTRICTO;NO;2026-04;344228,2553085886;21823,584691411404;0,0;0,0;0,0;0,0
00000625;SANATORIO PRIVADO GATTI S.R.L;33680935349;28/04/2026;30/04/2026;377356,66;Pagado;SI;;ESTRICTO;NO;2026-04;360145,38740019855;0,0;17211,2725998014;0,0;0,0;0,0
00000626;UNIVERSIDAD NACIONAL DE CORDOBA;30546670623;28/04/2026;31/05/2026;537229,1;Aceptado;SI;;ESTRICTO;SI;2026-05;517215,2047294724;0,0;11928,570862450702;8085,324408076899;0,0;0,0
00000617;INSTITUTO CONCI CARPINELLA SRL;30589770842;28/04/2026;30/06/2026;7187461,14;Aceptado;SI;1-8317;OP;SI;2026-06;3785482,9173666066;1116071,1092235986;2161086,558496628;124820,55491316786;0,0;0,0
00000627;UNIVERSIDAD NACIONAL DE CORDOBA;30546670623;28/04/2026;31/05/2026;11801,46;Aceptado;SI;;ESTRICTO;SI;2026-05;11361,809235588093;0,0;262,0382103098612;177,61255410204546;0,0;0,0
00000633;SOCIEDAD DE BENEFICENCIA HOSPITAL ITALIA;30545894528;05/05/2026;31/07/2026;15051559,08;Aceptado;SI;1-8356;OP;SI;2026-07;12138736,069354925;2909888,987311094;2934,023333983105;0,0;0,0;0,0
